id_inspection;name_piece;ref_piece;name_program;state;dents;corrosions;scratches;details;inspection_date;inspection_path;inspection_status;user_validation;validation_date;creation_date;user_creation;modification_date;user_modification;deleted
114;Rudder;43857-0088;Gantry system;Really bad;true;true;true;;2025-05-16;ftp://inspection-server/aircraft/B747/Rudder/43857-0088/2025-05-16;VALIDATED;1;2025-05-16 23:15:13;2025-05-16 11:41:56;5;2025-05-16 23:15:13;1;false
115;Rudder;64220-421;Camera only;Almost perfect;false;false;false;color consistency verified;2025-01-26;ftp://inspection-server/aircraft/A350/Rudder/64220-421/2025-01-26;VALIDATED;3;2025-01-31 11:21:39;2025-01-26 17:42:46;7;2025-01-31 11:21:39;3;false
116;Flap;51991-650;Camera only;Not good;false;true;false;dimensions measured;2024-10-26;ftp://inspection-server/aircraft/A350/Flap/51991-650/2024-10-26;VALIDATED;3;2024-11-02 00:58:43;2024-10-26 18:07:11;4;2024-11-02 00:58:43;3;false
117;Engine cover;53877-008;Rotating table plus camera;Good;false;false;false;;2025-05-31;ftp://inspection-server/aircraft/B747/Engine cover/53877-008/2025-05-31;VALIDATED;3;2025-06-06 23:58:53;2025-05-31 01:05:01;8;2025-06-06 23:58:53;3;false
118;Fuselage panel;51079-998;Complete inspection;Really bad;true;true;false;;2024-08-07;ftp://inspection-server/aircraft/B747/Fuselage panel/51079-998/2024-08-07;VALIDATED;3;2024-08-10 09:45:18;2024-08-07 08:31:30;6;2024-08-10 09:45:18;3;false
119;Rudder;86227-000;Rotating table plus camera;Good;false;false;false;color consistency verified;2024-11-19;ftp://inspection-server/aircraft/A380/Rudder/86227-000/2024-11-19;VALIDATED;3;2024-11-26 02:46:32;2024-11-19 15:36:17;4;2024-11-26 02:46:32;3;false
120;Landing gear;42507-328;Rotating table plus camera;Average;true;false;false;surface finish inspected;2024-06-12;ftp://inspection-server/aircraft/A350/Landing gear/42507-328/2024-06-12;VALIDATED;3;2024-06-17 17:39:06;2024-06-12 12:57:00;6;2024-06-17 17:39:06;3;false
121;Rudder;15304-4182;Big robot arm;Perfect;false;false;false;;2024-10-17;ftp://inspection-server/aircraft/A380/Rudder/15304-4182/2024-10-17;VALIDATED;2;2024-10-21 22:59:16;2024-10-17 10:02:56;8;2024-10-21 22:59:16;2;false
122;Landing gear;65573-001;Rotating table plus camera;Average;false;false;true;dimensions measured;2025-01-08;ftp://inspection-server/aircraft/A350/Landing gear/65573-001/2025-01-08;VALIDATED;2;2025-01-14 06:30:15;2025-01-08 04:27:01;6;2025-01-14 06:30:15;2;false
123;Rudder;33261-074;Camera only;Not good;false;true;false;weight recorded;2025-06-06;ftp://inspection-server/aircraft/A320neo/Rudder/33261-074/2025-06-06;VALIDATED;1;2025-06-09 13:58:55;2025-06-06 19:21:30;7;2025-06-09 13:58:55;1;false
124;Landing gear;63629-3359;Gantry system;Not good;false;false;true;;2024-08-17;ftp://inspection-server/aircraft/B787/Landing gear/63629-3359/2024-08-17;VALIDATED;1;2024-08-22 07:11:11;2024-08-17 05:26:55;8;2024-08-22 07:11:11;1;false
125;Rudder;55154-2429;Complete inspection;Really bad;false;true;true;;2024-07-24;ftp://inspection-server/aircraft/B787/Rudder/55154-2429/2024-07-24;PENDING;;;2024-07-24 13:22:43;10;;;false
126;Fuselage panel;42403-010;Big robot arm;Not good;false;true;true;weight recorded;2024-09-18;ftp://inspection-server/aircraft/A320neo/Fuselage panel/42403-010/2024-09-18;PENDING;;;2024-09-18 09:09:41;7;;;false
127;Aileron;66116-390;Camera only;Good;false;true;false;;2024-06-12;ftp://inspection-server/aircraft/B777/Aileron/66116-390/2024-06-12;VALIDATED;2;2024-06-18 12:37:22;2024-06-12 05:38:03;6;2024-06-18 12:37:22;2;false
128;Flap;0065-0741;Big robot arm;Really bad;true;false;true;packaging condition assessed;2025-03-08;ftp://inspection-server/aircraft/B737/Flap/0065-0741/2025-03-08;VALIDATED;2;2025-03-09 09:08:57;2025-03-08 22:59:27;8;2025-03-09 09:08:57;2;false
129;Engine cover;55154-4791;Gantry system;Perfect;false;false;false;weight recorded;2025-03-31;ftp://inspection-server/aircraft/B777/Engine cover/55154-4791/2025-03-31;VALIDATED;3;2025-04-01 16:25:20;2025-03-31 05:44:13;9;2025-04-01 16:25:20;3;false
130;Aileron;0615-1325;Big robot arm;Almost perfect;false;false;false;weight recorded;2025-02-23;ftp://inspection-server/aircraft/A380/Aileron/0615-1325/2025-02-23;VALIDATED;1;2025-02-27 04:04:07;2025-02-23 19:36:41;6;2025-02-27 04:04:07;1;false
131;Engine cover;50114-1072;Gantry system;Average;false;false;true;dimensions measured;2024-10-19;ftp://inspection-server/aircraft/B777/Engine cover/50114-1072/2024-10-19;VALIDATED;1;2024-10-25 13:56:26;2024-10-19 20:25:11;9;2024-10-25 13:56:26;1;false
132;Wing A;49349-510;Rotating table plus camera;Really bad;false;true;true;weight recorded;2024-09-30;ftp://inspection-server/aircraft/B747/Wing A/49349-510/2024-09-30;VALIDATED;2;2024-10-04 17:04:29;2024-09-30 23:32:02;8;2024-10-04 17:04:29;2;false
133;Aileron;49288-0565;Camera only;Really bad;false;true;true;weight recorded;2024-12-31;ftp://inspection-server/aircraft/A350/Aileron/49288-0565/2024-12-31;VALIDATED;2;2025-01-02 07:06:10;2024-12-31 02:19:20;7;2025-01-02 07:06:10;2;false
134;Rudder;61245-154;Rotating table plus camera;Not good;false;true;true;surface finish inspected;2025-01-17;ftp://inspection-server/aircraft/A350/Rudder/61245-154/2025-01-17;VALIDATED;2;2025-01-18 20:33:24;2025-01-17 20:06:52;8;2025-01-18 20:33:24;2;false
135;Fuselage panel;44738-6001;Camera only;Really bad;false;true;true;surface finish inspected;2024-07-15;ftp://inspection-server/aircraft/B747/Fuselage panel/44738-6001/2024-07-15;PENDING;;;2024-07-15 19:29:07;7;;;false
136;Rudder;62802-106;Rotating table plus camera;Good;true;false;false;;2025-01-17;ftp://inspection-server/aircraft/A320neo/Rudder/62802-106/2025-01-17;VALIDATED;3;2025-01-18 23:00:01;2025-01-17 12:40:03;6;2025-01-18 23:00:01;3;false
137;Rudder;13537-374;Big robot arm;Not good;true;true;false;;2025-01-29;ftp://inspection-server/aircraft/Rudder/13537-374/2025-01-29;PENDING;;;2025-01-29 13:53:07;6;;;false
138;Elevator;76029-001;Rotating table plus camera;Average;true;false;false;;2024-12-31;ftp://inspection-server/aircraft/B747/Elevator/76029-001/2024-12-31;VALIDATED;1;2025-01-05 06:55:21;2024-12-31 22:15:11;7;2025-01-05 06:55:21;1;false
139;Engine cover;65133-110;Complete inspection;Not good;false;true;false;dimensions measured;2025-02-02;ftp://inspection-server/aircraft/B777/Engine cover/65133-110/2025-02-02;VALIDATED;2;2025-02-03 04:47:21;2025-02-02 19:41:09;4;2025-02-03 04:47:21;2;false
140;Rudder;49825-112;Big robot arm;Not good;true;false;true;packaging condition assessed;2025-03-03;ftp://inspection-server/aircraft/A320neo/Rudder/49825-112/2025-03-03;PENDING;;;2025-03-03 15:58:51;4;;;false
141;Tail fin;51079-882;Big robot arm;Not good;false;true;false;;2024-06-20;ftp://inspection-server/aircraft/Tail fin/51079-882/2024-06-20;VALIDATED;3;2024-06-27 15:16:25;2024-06-20 22:09:59;7;2024-06-27 15:16:25;3;false
142;Cockpit window;51079-863;Big robot arm;Average;true;false;true;;2025-05-20;ftp://inspection-server/aircraft/B747/Cockpit window/51079-863/2025-05-20;PENDING;;;2025-05-20 06:13:44;7;;;false
143;Elevator;0944-4201;Complete inspection;Almost perfect;false;false;false;;2024-07-10;ftp://inspection-server/aircraft/A350/Elevator/0944-4201/2024-07-10;VALIDATED;1;2024-07-16 11:31:48;2024-07-10 07:01:27;4;2024-07-16 11:31:48;1;false
144;Engine cover;59779-404;Rotating table plus camera;Really bad;true;true;false;;2024-07-22;ftp://inspection-server/aircraft/B777/Engine cover/59779-404/2024-07-22;VALIDATED;1;2024-07-26 13:25:33;2024-07-22 16:07:51;10;2024-07-26 13:25:33;1;false
145;Landing gear;50436-3800;Camera only;Average;false;false;true;;2024-09-07;ftp://inspection-server/aircraft/Landing gear/50436-3800/2024-09-07;VALIDATED;3;2024-09-14 08:36:51;2024-09-07 16:31:05;9;2024-09-14 08:36:51;3;false
146;Cockpit window;66336-712;Big robot arm;Really bad;true;true;false;;2024-07-22;ftp://inspection-server/aircraft/A350/Cockpit window/66336-712/2024-07-22;VALIDATED;2;2024-07-23 08:18:16;2024-07-22 08:09:16;7;2024-07-23 08:18:16;2;false
147;Cockpit window;51079-734;Big robot arm;Not good;false;false;true;packaging condition assessed;2024-12-10;ftp://inspection-server/aircraft/A350/Cockpit window/51079-734/2024-12-10;VALIDATED;1;2024-12-17 09:26:41;2024-12-10 23:29:50;5;2024-12-17 09:26:41;1;false
148;Flap;68405-068;Gantry system;Average;false;true;false;dimensions measured;2024-08-01;ftp://inspection-server/aircraft/B747/Flap/68405-068/2024-08-01;VALIDATED;3;2024-08-02 16:20:17;2024-08-01 06:35:50;6;2024-08-02 16:20:17;3;false
149;Elevator;55316-699;Rotating table plus camera;Perfect;false;false;false;;2024-10-28;ftp://inspection-server/aircraft/A350/Elevator/55316-699/2024-10-28;VALIDATED;2;2024-10-29 15:07:02;2024-10-28 06:00:38;6;2024-10-29 15:07:02;2;false
150;Aileron;10544-117;Big robot arm;Average;false;true;true;packaging condition assessed;2024-07-19;ftp://inspection-server/aircraft/A320neo/Aileron/10544-117/2024-07-19;VALIDATED;3;2024-07-22 21:39:13;2024-07-19 13:43:14;5;2024-07-22 21:39:13;3;false
151;Elevator;37205-666;Rotating table plus camera;Really bad;false;true;true;;2025-06-07;ftp://inspection-server/aircraft/A320neo/Elevator/37205-666/2025-06-07;PENDING;;;2025-06-07 10:44:20;10;;;false
152;Aileron;33261-996;Rotating table plus camera;Good;false;false;false;material composition checked;2024-07-23;ftp://inspection-server/aircraft/A380/Aileron/33261-996/2024-07-23;VALIDATED;1;2024-07-24 08:57:32;2024-07-23 00:16:40;9;2024-07-24 08:57:32;1;false
153;Tail fin;11822-0428;Big robot arm;Average;true;false;true;;2024-07-05;ftp://inspection-server/aircraft/B787/Tail fin/11822-0428/2024-07-05;PENDING;;;2024-07-05 00:16:05;4;;;false
154;Engine cover;0555-0764;Camera only;Not good;false;false;true;packaging condition assessed;2025-05-23;ftp://inspection-server/aircraft/A350/Engine cover/0555-0764/2025-05-23;VALIDATED;3;2025-05-29 09:00:13;2025-05-23 21:12:08;6;2025-05-29 09:00:13;3;false
155;Wing A;41163-616;Rotating table plus camera;Not good;false;true;false;surface finish inspected;2025-03-02;ftp://inspection-server/aircraft/B747/Wing A/41163-616/2025-03-02;VALIDATED;3;2025-03-07 02:42:32;2025-03-02 05:57:44;4;2025-03-07 02:42:32;3;false
156;Tail fin;60512-1015;Rotating table plus camera;Average;true;false;true;;2025-03-09;ftp://inspection-server/aircraft/A380/Tail fin/60512-1015/2025-03-09;VALIDATED;3;2025-03-14 00:55:03;2025-03-09 03:58:20;8;2025-03-14 00:55:03;3;false
157;Rudder;32909-115;Complete inspection;Average;false;true;true;weight recorded;2024-11-28;ftp://inspection-server/aircraft/B787/Rudder/32909-115/2024-11-28;PENDING;;;2024-11-28 14:12:45;4;;;false
158;Elevator;10191-1445;Gantry system;Perfect;false;false;false;weight recorded;2025-01-19;ftp://inspection-server/aircraft/B787/Elevator/10191-1445/2025-01-19;VALIDATED;2;2025-01-21 13:09:21;2025-01-19 06:04:33;5;2025-01-21 13:09:21;2;false
159;Landing gear;0363-0126;Big robot arm;Average;true;true;false;;2025-06-01;ftp://inspection-server/aircraft/A320neo/Landing gear/0363-0126/2025-06-01;VALIDATED;2;2025-06-01 11:53:26;2025-06-01 11:08:56;6;2025-06-01 11:53:26;2;false
160;Wing A;0904-5728;Complete inspection;Good;true;false;false;weight recorded;2024-09-25;ftp://inspection-server/aircraft/A350/Wing A/0904-5728/2024-09-25;PENDING;;;2024-09-25 06:06:40;9;;;false
161;Fuselage panel;49349-155;Gantry system;Perfect;false;false;false;material composition checked;2025-05-08;ftp://inspection-server/aircraft/Fuselage panel/49349-155/2025-05-08;VALIDATED;3;2025-05-08 09:12:31;2025-05-08 06:13:16;8;2025-05-08 09:12:31;3;false
162;Fuselage panel;57520-0011;Gantry system;Average;true;true;false;;2024-11-09;ftp://inspection-server/aircraft/B787/Fuselage panel/57520-0011/2024-11-09;VALIDATED;3;2024-11-11 15:14:27;2024-11-09 15:39:54;7;2024-11-11 15:14:27;3;false
163;Aileron;0046-1102;Big robot arm;Good;false;false;true;weight recorded;2024-08-03;ftp://inspection-server/aircraft/A320neo/Aileron/0046-1102/2024-08-03;VALIDATED;2;2024-08-06 17:50:30;2024-08-03 18:45:32;8;2024-08-06 17:50:30;2;false
164;Rudder;0781-2261;Big robot arm;Average;true;false;true;dimensions measured;2025-03-21;ftp://inspection-server/aircraft/Rudder/0781-2261/2025-03-21;VALIDATED;3;2025-03-27 09:23:54;2025-03-21 15:12:00;8;2025-03-27 09:23:54;3;false
165;Fuselage panel;48951-4027;Rotating table plus camera;Good;true;false;false;weight recorded;2024-07-27;ftp://inspection-server/aircraft/A350/Fuselage panel/48951-4027/2024-07-27;VALIDATED;1;2024-07-30 11:29:23;2024-07-27 20:51:03;8;2024-07-30 11:29:23;1;false
166;Tail fin;66336-712;Rotating table plus camera;Not good;true;true;true;;2024-09-18;ftp://inspection-server/aircraft/A320neo/Tail fin/66336-712/2024-09-18;PENDING;;;2024-09-18 09:56:23;7;;;false
167;Wing A;0299-3839;Gantry system;Not good;false;true;true;;2025-05-31;ftp://inspection-server/aircraft/B777/Wing A/0299-3839/2025-05-31;VALIDATED;2;2025-06-03 00:23:41;2025-05-31 22:05:16;10;2025-06-03 00:23:41;2;false
168;Fuselage panel;0338-1119;Camera only;Not good;false;true;true;packaging condition assessed;2024-10-01;ftp://inspection-server/aircraft/Fuselage panel/0338-1119/2024-10-01;VALIDATED;2;2024-10-02 23:13:11;2024-10-01 22:06:26;4;2024-10-02 23:13:11;2;false
169;Tail fin;0264-7750;Gantry system;Perfect;false;false;false;;2024-07-12;ftp://inspection-server/aircraft/Tail fin/0264-7750/2024-07-12;VALIDATED;2;2024-07-12 14:56:24;2024-07-12 14:42:19;6;2024-07-12 14:56:24;2;false
170;Rudder;55154-7202;Big robot arm;Not good;true;false;true;;2024-12-25;ftp://inspection-server/aircraft/B777/Rudder/55154-7202/2024-12-25;VALIDATED;2;2024-12-26 22:23:18;2024-12-25 03:14:39;7;2024-12-26 22:23:18;2;false
171;Fuselage panel;0078-0383;Big robot arm;Average;true;false;true;;2025-03-29;ftp://inspection-server/aircraft/A350/Fuselage panel/0078-0383/2025-03-29;REJECTED;;;2025-03-29 06:55:35;7;;;false
172;Flap;33261-363;Rotating table plus camera;Destroyed;true;true;true;;2024-08-19;ftp://inspection-server/aircraft/B747/Flap/33261-363/2024-08-19;PENDING;;;2024-08-19 12:52:20;10;;;false
173;Cockpit window;51138-057;Rotating table plus camera;Not good;true;false;false;material composition checked;2025-02-06;ftp://inspection-server/aircraft/B737/Cockpit window/51138-057/2025-02-06;PENDING;;;2025-02-06 12:22:41;5;;;false
174;Flap;57691-001;Camera only;Not good;false;true;false;surface finish inspected;2025-05-27;ftp://inspection-server/aircraft/B787/Flap/57691-001/2025-05-27;PENDING;;;2025-05-27 03:18:25;8;;;false
175;Landing gear;49349-245;Big robot arm;Not good;true;false;true;weight recorded;2025-01-12;ftp://inspection-server/aircraft/B737/Landing gear/49349-245/2025-01-12;VALIDATED;3;2025-01-17 05:05:55;2025-01-12 08:18:06;4;2025-01-17 05:05:55;3;false
176;Rudder;50227-1006;Camera only;Good;false;false;false;surface finish inspected;2025-05-25;ftp://inspection-server/aircraft/B787/Rudder/50227-1006/2025-05-25;VALIDATED;2;2025-05-26 01:15:19;2025-05-25 11:30:42;8;2025-05-26 01:15:19;2;false
177;Landing gear;55154-1497;Rotating table plus camera;Average;true;false;true;packaging condition assessed;2025-01-25;ftp://inspection-server/aircraft/A350/Landing gear/55154-1497/2025-01-25;VALIDATED;2;2025-02-01 00:48:21;2025-01-25 02:50:37;7;2025-02-01 00:48:21;2;false
178;Landing gear;57337-033;Big robot arm;Not good;false;true;true;packaging condition assessed;2025-02-07;ftp://inspection-server/aircraft/B787/Landing gear/57337-033/2025-02-07;VALIDATED;2;2025-02-08 06:47:15;2025-02-07 20:27:57;4;2025-02-08 06:47:15;2;false
179;Flap;68387-342;Gantry system;Average;false;true;true;packaging condition assessed;2024-08-03;ftp://inspection-server/aircraft/A320neo/Flap/68387-342/2024-08-03;VALIDATED;2;2024-08-04 22:09:45;2024-08-03 04:49:47;6;2024-08-04 22:09:45;2;false
180;Rudder;62011-0152;Gantry system;Really bad;true;true;false;packaging condition assessed;2024-11-13;ftp://inspection-server/aircraft/A350/Rudder/62011-0152/2024-11-13;PENDING;;;2024-11-13 19:54:55;5;;;false
181;Tail fin;64725-0319;Camera only;Average;false;true;false;material composition checked;2024-07-20;ftp://inspection-server/aircraft/B777/Tail fin/64725-0319/2024-07-20;VALIDATED;1;2024-07-27 09:23:29;2024-07-20 18:47:45;8;2024-07-27 09:23:29;1;false
182;Wing A;54458-886;Rotating table plus camera;Destroyed;true;true;true;;2024-12-08;ftp://inspection-server/aircraft/Wing A/54458-886/2024-12-08;VALIDATED;3;2024-12-08 18:45:46;2024-12-08 16:29:25;9;2024-12-08 18:45:46;3;false
183;Rudder;21695-472;Gantry system;Destroyed;true;true;true;;2025-04-05;ftp://inspection-server/aircraft/A320neo/Rudder/21695-472/2025-04-05;PENDING;;;2025-04-05 23:07:12;6;;;false
184;Cockpit window;43857-0176;Complete inspection;Destroyed;true;true;true;;2024-06-14;ftp://inspection-server/aircraft/B737/Cockpit window/43857-0176/2024-06-14;VALIDATED;2;2024-06-19 22:51:44;2024-06-14 11:21:43;10;2024-06-19 22:51:44;2;false
185;Aileron;62756-368;Complete inspection;Not good;true;false;true;surface finish inspected;2025-03-14;ftp://inspection-server/aircraft/A350/Aileron/62756-368/2025-03-14;PENDING;;;2025-03-14 22:54:49;6;;;false
186;Fuselage panel;53808-0636;Big robot arm;Not good;true;true;true;;2024-07-26;ftp://inspection-server/aircraft/B747/Fuselage panel/53808-0636/2024-07-26;VALIDATED;2;2024-08-02 06:03:41;2024-07-26 09:30:42;10;2024-08-02 06:03:41;2;false
187;Flap;30142-982;Complete inspection;Not good;false;false;true;dimensions measured;2025-04-03;ftp://inspection-server/aircraft/Flap/30142-982/2025-04-03;VALIDATED;2;2025-04-05 13:37:06;2025-04-03 01:13:44;7;2025-04-05 13:37:06;2;false
188;Tail fin;62756-352;Rotating table plus camera;Not good;false;true;false;;2024-06-23;ftp://inspection-server/aircraft/A380/Tail fin/62756-352/2024-06-23;VALIDATED;3;2024-06-27 21:22:07;2024-06-23 04:59:00;7;2024-06-27 21:22:07;3;false
189;Landing gear;50405-004;Big robot arm;Good;false;false;true;;2025-02-23;ftp://inspection-server/aircraft/B737/Landing gear/50405-004/2025-02-23;VALIDATED;2;2025-02-28 12:01:12;2025-02-23 06:57:54;7;2025-02-28 12:01:12;2;false
190;Fuselage panel;55154-4965;Complete inspection;Average;false;false;true;dimensions measured;2025-02-03;ftp://inspection-server/aircraft/Fuselage panel/55154-4965/2025-02-03;VALIDATED;1;2025-02-05 08:51:35;2025-02-03 03:43:05;5;2025-02-05 08:51:35;1;false
191;Tail fin;59243-110;Big robot arm;Really bad;true;false;true;color consistency verified;2024-12-24;ftp://inspection-server/aircraft/A380/Tail fin/59243-110/2024-12-24;VALIDATED;2;2024-12-25 05:09:17;2024-12-24 23:27:41;4;2024-12-25 05:09:17;2;false
192;Elevator;60512-9163;Complete inspection;Average;false;true;false;color consistency verified;2024-09-08;ftp://inspection-server/aircraft/B747/Elevator/60512-9163/2024-09-08;PENDING;;;2024-09-08 20:11:25;10;;;false
193;Elevator;75990-572;Big robot arm;Average;true;false;false;;2024-12-13;ftp://inspection-server/aircraft/A350/Elevator/75990-572/2024-12-13;VALIDATED;2;2024-12-14 12:58:00;2024-12-13 22:30:26;7;2024-12-14 12:58:00;2;false
194;Landing gear;24338-854;Rotating table plus camera;Good;true;false;false;dimensions measured;2024-12-05;ftp://inspection-server/aircraft/A350/Landing gear/24338-854/2024-12-05;VALIDATED;2;2024-12-10 22:42:07;2024-12-05 02:59:30;5;2024-12-10 22:42:07;2;false
195;Wing A;66129-015;Rotating table plus camera;Really bad;true;true;false;surface finish inspected;2025-06-10;ftp://inspection-server/aircraft/B787/Wing A/66129-015/2025-06-10;VALIDATED;2;2025-06-16 07:32:11;2025-06-10 07:12:56;10;2025-06-16 07:32:11;2;false
